URL,duration(ms)
718.2049998,718.2049998
60.30999986,60.30999986
72.17000006,72.17000006
103.84,103.84
88.91499997,88.91499997
90.62999999,90.62999999
57.53000011,57.53000011
0,0
100.8850001,100.8850001
52.06499994,52.06499994
139.1150001,139.1150001
93.38500001,93.38500001
92.22500003,92.22500003
88.87500013,88.87500013
164.625,164.625
163.8250002,163.8250002
87.98999991,87.98999991
101.795,101.795
